                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.52642,                0.61427,                0.85601,                0.98725,                0.99618,                  0.995,                0.88327,                0.55864,                0.54515,                 0.8676,             0.00033967,             0.00033967,             0.00033967
                    156,                0.55165,                0.57532,                0.88296,                0.98725,                0.99618,                  0.995,                0.88327,                0.55864,                0.54515,                 0.8676,              0.0003326,              0.0003326,              0.0003326
                    157,                0.61679,                0.59201,                0.92098,                0.98725,                0.99618,                  0.995,                0.88327,                0.55864,                0.54515,                 0.8676,             0.00032553,             0.00032553,             0.00032553
                    158,                0.64931,                0.64519,                0.97008,                0.98725,                0.99618,                  0.995,                0.88327,                0.55864,                0.54515,                 0.8676,             0.00031845,             0.00031845,             0.00031845
                    159,                0.63885,                0.64702,                0.91805,                0.98736,                      1,                  0.995,                0.88645,                0.54114,                0.55458,                0.86165,             0.00031138,             0.00031138,             0.00031138
                    160,                0.67416,                0.65703,                0.94965,                0.98736,                      1,                  0.995,                0.88645,                0.54114,                0.55458,                0.86165,             0.00030431,             0.00030431,             0.00030431
                    161,                0.62772,                0.63951,                0.90374,                0.98736,                      1,                  0.995,                0.88645,                0.54114,                0.55458,                0.86165,             0.00029723,             0.00029723,             0.00029723
                    162,                0.64818,                0.66598,                0.95673,                0.98736,                      1,                  0.995,                0.88645,                0.54114,                0.55458,                0.86165,             0.00029016,             0.00029016,             0.00029016
                    163,                0.60201,                0.73025,                0.92042,                0.98376,                      1,                  0.995,                0.88983,                0.51976,                0.54933,                0.85343,             0.00028308,             0.00028308,             0.00028308
                    164,                0.56563,                0.56726,                0.88529,                0.98376,                      1,                  0.995,                0.88983,                0.51976,                0.54933,                0.85343,             0.00027601,             0.00027601,             0.00027601
                    165,                0.58558,                0.58085,                0.92974,                0.98376,                      1,                  0.995,                0.88983,                0.51976,                0.54933,                0.85343,             0.00026894,             0.00026894,             0.00026894
                    166,                0.54655,                0.59147,                0.91488,                0.98376,                      1,                  0.995,                0.88983,                0.51976,                0.54933,                0.85343,             0.00026186,             0.00026186,             0.00026186
                    167,                0.53684,                0.58404,                0.88925,                0.98281,                      1,                  0.995,                0.89129,                0.50195,                0.54762,                0.84777,             0.00025479,             0.00025479,             0.00025479
                    168,                0.56019,                0.56789,                 0.9034,                0.98281,                      1,                  0.995,                0.89129,                0.50195,                0.54762,                0.84777,             0.00024772,             0.00024772,             0.00024772
                    169,                0.51615,                0.59496,                0.88457,                0.98281,                      1,                  0.995,                0.89129,                0.50195,                0.54762,                0.84777,             0.00024064,             0.00024064,             0.00024064
                    170,                0.54014,                 0.5891,                 0.8744,                0.98281,                      1,                  0.995,                0.89129,                0.50195,                0.54762,                0.84777,             0.00023357,             0.00023357,             0.00023357
                    171,                0.55078,                0.61487,                 0.9025,                0.98459,                0.99703,                  0.995,                0.90774,                0.50202,                0.54328,                0.84585,              0.0002265,              0.0002265,              0.0002265
                    172,                0.55753,                0.65586,                0.92269,                0.98459,                0.99703,                  0.995,                0.90774,                0.50202,                0.54328,                0.84585,             0.00021942,             0.00021942,             0.00021942
                    173,                0.51336,                0.62687,                0.90832,                0.98459,                0.99703,                  0.995,                0.90774,                0.50202,                0.54328,                0.84585,             0.00021235,             0.00021235,             0.00021235
                    174,                0.55567,                0.55711,                0.85784,                0.98459,                0.99703,                  0.995,                0.90774,                0.50202,                0.54328,                0.84585,             0.00020528,             0.00020528,             0.00020528
                    175,                0.54945,                0.55724,                0.89297,                0.98553,                0.99466,                  0.995,                0.91538,                0.50509,                0.53437,                0.84732,              0.0001982,              0.0001982,              0.0001982
                    176,                0.52713,                0.55659,                0.87279,                0.98553,                0.99466,                  0.995,                0.91538,                0.50509,                0.53437,                0.84732,             0.00019113,             0.00019113,             0.00019113
                    177,                0.53373,                0.58503,                 0.8941,                0.98553,                0.99466,                  0.995,                0.91538,                0.50509,                0.53437,                0.84732,             0.00018406,             0.00018406,             0.00018406
                    178,                0.57733,                0.59062,                0.86766,                0.98553,                0.99466,                  0.995,                0.91538,                0.50509,                0.53437,                0.84732,             0.00017698,             0.00017698,             0.00017698
                    179,                0.55595,                0.60452,                0.87733,                0.98474,                0.99425,                  0.995,                0.92095,                0.50233,                0.52483,                0.84687,             0.00016991,             0.00016991,             0.00016991
                    180,                0.51137,                 0.5806,                0.88564,                0.98474,                0.99425,                  0.995,                0.92095,                0.50233,                0.52483,                0.84687,             0.00016283,             0.00016283,             0.00016283
                    181,                0.57506,                0.55942,                0.90909,                0.98474,                0.99425,                  0.995,                0.92095,                0.50233,                0.52483,                0.84687,             0.00015576,             0.00015576,             0.00015576
                    182,                0.49816,                0.55404,                0.86585,                0.98474,                0.99425,                  0.995,                0.92095,                0.50233,                0.52483,                0.84687,             0.00014869,             0.00014869,             0.00014869
                    183,                0.54052,                 0.5781,                0.88531,                0.98441,                0.99402,                  0.995,                0.91857,                0.48931,                0.51261,                0.84464,             0.00014161,             0.00014161,             0.00014161
                    184,                0.46983,                0.54678,                0.86786,                0.98441,                0.99402,                  0.995,                0.91857,                0.48931,                0.51261,                0.84464,             0.00013454,             0.00013454,             0.00013454
                    185,                0.52611,                0.55973,                0.86349,                0.98441,                0.99402,                  0.995,                0.91857,                0.48931,                0.51261,                0.84464,             0.00012747,             0.00012747,             0.00012747
                    186,                0.52307,                0.57738,                0.91152,                0.98441,                0.99402,                  0.995,                0.91857,                0.48931,                0.51261,                0.84464,             0.00012039,             0.00012039,             0.00012039
                    187,                0.56554,                0.60422,                0.92851,                0.98357,                0.99433,                  0.995,                 0.9207,                0.47876,                0.50366,                0.84186,             0.00011332,             0.00011332,             0.00011332
                    188,                0.50477,                0.55076,                0.90096,                0.98357,                0.99433,                  0.995,                 0.9207,                0.47876,                0.50366,                0.84186,             0.00010625,             0.00010625,             0.00010625
                    189,                 0.5855,                0.56668,                0.89492,                0.98357,                0.99433,                  0.995,                 0.9207,                0.47876,                0.50366,                0.84186,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                0.48359,                0.57318,                0.91024,                0.98357,                0.99433,                  0.995,                 0.9207,                0.47876,                0.50366,                0.84186,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                0.50366,                 0.5303,                0.85555,                0.98291,                0.99459,                  0.995,                0.92808,                0.47762,                0.49557,                0.84131,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.52061,                0.61349,                0.90434,                0.98291,                0.99459,                  0.995,                0.92808,                0.47762,                0.49557,                0.84131,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                0.50775,                0.54423,                0.91106,                0.98291,                0.99459,                  0.995,                0.92808,                0.47762,                0.49557,                0.84131,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                0.56219,                0.63655,                0.92405,                0.98291,                0.99459,                  0.995,                0.92808,                0.47762,                0.49557,                0.84131,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.54895,                0.52856,                 0.8738,                0.98256,                0.99492,                  0.995,                0.92924,                0.48014,                0.49249,                0.84113,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.54482,                0.57079,                  0.865,                0.98256,                0.99492,                  0.995,                0.92924,                0.48014,                0.49249,                0.84113,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                0.50085,                0.56238,                0.86375,                0.98256,                0.99492,                  0.995,                0.92924,                0.48014,                0.49249,                0.84113,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                0.47716,                0.53953,                 0.8483,                0.98256,                0.99492,                  0.995,                0.92924,                0.48014,                0.49249,                0.84113,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                0.58754,                0.64743,                0.95696,                0.98162,                0.99495,                  0.995,                 0.9314,                0.47986,                0.49049,                0.84045,             2.8437e-05,             2.8437e-05,             2.8437e-05
