                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.67324,                 0.4002,                  1.008,                 0.9002,                0.87994,                0.91845,                0.62713,                 1.2898,                0.63335,                 1.7533,              0.0004375,              0.0004375,              0.0004375
                    151,                0.65791,                0.38755,                0.99433,                0.88374,                0.87234,                0.91084,                0.62193,                 1.2802,                0.65983,                 1.7417,             0.00042925,             0.00042925,             0.00042925
                    152,                0.66885,                0.40481,                 1.0155,                0.89682,                0.85788,                 0.9086,                0.63042,                 1.2429,                 0.5808,                 1.6544,               0.000421,               0.000421,               0.000421
                    153,                0.66117,                0.39403,                0.99806,                0.90667,                0.86661,                0.91961,                0.63284,                 1.2732,                0.60051,                 1.6812,             0.00041275,             0.00041275,             0.00041275
                    154,                0.66187,                0.39102,                 1.0087,                0.91416,                0.86085,                 0.9319,                0.63572,                 1.2755,                0.65561,                  1.649,              0.0004045,              0.0004045,              0.0004045
                    155,                0.67351,                0.39697,                 1.0022,                  0.925,                0.82955,                 0.9103,                0.61556,                 1.3088,                0.64102,                 1.7085,             0.00039625,             0.00039625,             0.00039625
                    156,                0.64337,                 0.3798,                0.99821,                 0.8839,                0.87057,                0.92155,                0.63163,                 1.2981,                0.65566,                 1.7152,             0.00038799,             0.00038799,             0.00038799
                    157,                0.64175,                 0.3824,                0.99508,                0.86439,                0.88244,                0.91853,                0.62423,                 1.3009,                0.62564,                 1.7239,             0.00037974,             0.00037974,             0.00037974
                    158,                0.64952,                0.39082,                0.99733,                0.86001,                0.88869,                0.91592,                0.62374,                 1.2782,                0.62591,                 1.7384,             0.00037149,             0.00037149,             0.00037149
                    159,                0.63956,                 0.3826,                0.99396,                0.88301,                0.89701,                0.92395,                0.62651,                 1.2752,                 0.6445,                 1.6865,             0.00036324,             0.00036324,             0.00036324
                    160,                0.64127,                0.38609,                 0.9956,                0.92341,                0.83118,                0.91629,                0.62581,                 1.2739,                0.60027,                  1.691,             0.00035499,             0.00035499,             0.00035499
                    161,                0.65969,                0.38245,                 1.0099,                0.95073,                0.85309,                0.92597,                0.62639,                 1.3091,                0.61366,                 1.7308,             0.00034674,             0.00034674,             0.00034674
                    162,                0.66355,                0.39362,                 0.9893,                0.91746,                0.86661,                0.92192,                0.62016,                 1.3137,                 0.5999,                 1.7608,             0.00033848,             0.00033848,             0.00033848
                    163,                0.62281,                0.37507,                  0.985,                0.95499,                 0.8447,                0.92591,                0.62979,                 1.3121,                0.61361,                 1.7511,             0.00033023,             0.00033023,             0.00033023
                    164,                0.63419,                0.38121,                0.99595,                0.90861,                   0.87,                0.91045,                0.60978,                 1.3038,                0.62912,                 1.7472,             0.00032198,             0.00032198,             0.00032198
                    165,                0.63664,                0.37865,                0.98926,                0.90254,                0.88244,                0.91543,                0.62015,                 1.3018,                0.60872,                 1.6952,             0.00031373,             0.00031373,             0.00031373
                    166,                0.63102,                0.37711,                0.99054,                0.88806,                0.88012,                0.91987,                0.62833,                 1.3398,                0.57946,                 1.8192,             0.00030548,             0.00030548,             0.00030548
                    167,                0.63479,                  0.379,                0.98637,                0.89982,                 0.8824,                0.92256,                0.63492,                 1.3063,                0.61739,                 1.7772,             0.00029723,             0.00029723,             0.00029723
                    168,                0.61704,                0.36644,                0.97765,                0.88721,                0.87861,                 0.9103,                0.62194,                 1.3152,                0.66695,                 1.7596,             0.00028897,             0.00028897,             0.00028897
                    169,                0.61169,                0.36278,                0.98331,                0.92938,                0.85777,                0.91206,                0.61281,                 1.3183,                 0.6631,                 1.7804,             0.00028072,             0.00028072,             0.00028072
                    170,                0.62421,                0.37584,                 0.9863,                0.89398,                 0.8835,                0.90973,                0.62225,                 1.2903,                0.64559,                 1.7475,             0.00027247,             0.00027247,             0.00027247
                    171,                0.62167,                0.36402,                0.97511,                0.89621,                0.88318,                 0.9132,                0.63466,                 1.2946,                0.64455,                 1.7268,             0.00026422,             0.00026422,             0.00026422
                    172,                0.61953,                0.36578,                0.97938,                0.92191,                0.86323,                 0.9245,                0.63616,                 1.2742,                0.65738,                 1.7071,             0.00025597,             0.00025597,             0.00025597
                    173,                0.59889,                0.35483,                0.97791,                0.92936,                0.86229,                0.92473,                 0.6319,                 1.2844,                0.65053,                 1.7141,             0.00024772,             0.00024772,             0.00024772
                    174,                0.61697,                 0.3701,                 0.9932,                0.91328,                0.87523,                0.91888,                0.62169,                 1.2835,                0.62793,                 1.7167,             0.00023946,             0.00023946,             0.00023946
                    175,                0.62493,                0.37514,                0.97458,                0.90456,                 0.8751,                0.92422,                0.62673,                 1.2754,                0.61876,                 1.7353,             0.00023121,             0.00023121,             0.00023121
                    176,                0.59359,                0.35774,                0.97442,                0.90802,                0.87583,                0.91981,                0.62177,                 1.2582,                0.60046,                 1.7315,             0.00022296,             0.00022296,             0.00022296
                    177,                0.60496,                0.36596,                 0.9762,                0.93326,                0.86149,                 0.9157,                0.63188,                 1.2733,                0.66436,                  1.723,             0.00021471,             0.00021471,             0.00021471
                    178,                0.60927,                0.36038,                0.98403,                0.91355,                0.85647,                0.91005,                0.63016,                 1.2684,                0.64879,                 1.7248,             0.00020646,             0.00020646,             0.00020646
                    179,                0.60481,                0.36189,                0.97085,                0.91377,                0.85922,                0.91862,                0.63232,                 1.2628,                0.63735,                 1.7231,             0.00019821,             0.00019821,             0.00019821
                    180,                0.60481,                0.35785,                0.97527,                0.91223,                0.86722,                0.92581,                0.63917,                 1.2506,                 0.6371,                  1.702,             0.00018995,             0.00018995,             0.00018995
                    181,                0.59957,                0.35752,                0.97729,                0.91136,                 0.8621,                0.92094,                 0.6192,                 1.2606,                0.63326,                 1.7028,              0.0001817,              0.0001817,              0.0001817
                    182,                 0.5969,                 0.3586,                0.97688,                0.89361,                0.86029,                0.91063,                0.61795,                 1.2705,                0.64047,                 1.7205,             0.00017345,             0.00017345,             0.00017345
                    183,                0.58917,                0.35581,                0.97404,                0.96742,                0.80743,                0.90975,                 0.6222,                 1.2948,                0.66284,                 1.7508,              0.0001652,              0.0001652,              0.0001652
                    184,                0.58912,                0.35632,                0.97012,                0.88777,                0.85985,                0.91533,                0.62772,                 1.2965,                  0.657,                 1.7631,             0.00015695,             0.00015695,             0.00015695
                    185,                0.59378,                0.36124,                0.96873,                0.86941,                0.88012,                0.91698,                 0.6128,                 1.3067,                 0.6629,                  1.764,              0.0001487,              0.0001487,              0.0001487
                    186,                0.59694,                 0.3495,                0.96128,                0.89698,                0.85689,                0.91497,                   0.62,                 1.3124,                0.65894,                 1.7654,             0.00014044,             0.00014044,             0.00014044
                    187,                0.59473,                 0.3528,                0.97181,                0.90105,                0.86092,                0.91094,                0.62006,                 1.3171,                0.62972,                 1.8109,             0.00013219,             0.00013219,             0.00013219
                    188,                0.59288,                0.35957,                0.96128,                0.90568,                 0.8614,                0.90836,                0.61493,                 1.3023,                0.63107,                 1.7761,             0.00012394,             0.00012394,             0.00012394
                    189,                0.57784,                 0.3476,                 0.9733,                0.92098,                0.85281,                0.91052,                0.61591,                  1.285,                0.63597,                 1.7592,             0.00011569,             0.00011569,             0.00011569
                    190,                0.58695,                0.35164,                  0.968,                0.93041,                0.84516,                0.91894,                0.61989,                 1.2786,                  0.631,                 1.7399,             0.00010744,             0.00010744,             0.00010744
                    191,                0.58692,                0.35002,                0.97026,                0.90445,                0.86364,                0.92077,                0.62062,                 1.2815,                 0.6376,                 1.7536,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.58763,                0.34488,                0.97022,                0.92761,                0.85699,                0.92176,                0.61944,                 1.2879,                0.64928,                 1.7548,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.57025,                0.34507,                0.96198,                0.90956,                0.84224,                0.91234,                 0.6214,                 1.2834,                0.64748,                 1.7443,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.57272,                0.34811,                0.96294,                0.91713,                0.84477,                0.91053,                0.62526,                 1.2869,                0.65711,                 1.7438,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.56959,                0.34508,                0.96372,                0.92324,                0.84294,                0.91606,                 0.6225,                 1.2922,                0.65148,                 1.7716,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.58863,                0.35695,                0.96897,                0.90598,                0.85647,                0.91676,                0.61693,                 1.3004,                0.63263,                 1.7924,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.57921,                0.35695,                0.96783,                0.92629,                0.84971,                0.92142,                0.62567,                 1.2925,                0.62848,                 1.7723,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.57301,                0.34179,                0.95891,                0.92159,                0.86095,                0.92456,                0.62695,                  1.287,                0.62087,                 1.7649,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.58249,                0.34573,                0.96868,                0.92808,                0.85869,                0.92354,                0.62893,                 1.2895,                0.61975,                 1.7649,             3.3173e-05,             3.3173e-05,             3.3173e-05
